time,altitude,phase_angle,airspeed,specific_energy
8787627.23950284,1104.89558738796,25.1009607257941,210.583027587059,32988
8787628.23950282,898.867749265512,25.097196088638,209.072077624453,30657
8787629.2395028,700.260076207924,25.0937175868498,184.657683735638,23908
8787630.23950277,539.700606557657,25.0910645928486,142.76780847884,15479
8787631.23950275,418.927855335874,25.0891852022183,103.186907044147,9429
8787632.23950273,333.523762257537,25.0879369953878,74.3095185106834,6030
8787633.23950271,269.643331586034,25.0870713439501,56.0630051000732,4215
8787634.23950268,221.372914083302,25.0864719666443,42.3024459833049,3065
8787635.23950266,184.896063167485,25.0860611966256,31.9242371618856,2322
8787636.23950264,157.326912595774,25.0857825572999,24.0988594046207,1833
8787637.23950262,136.487443610327,25.0855948683984,18.1954518546009,1504
8787638.23950259,120.735588821117,25.0854683974976,13.7389038480021,1278
8787639.23950257,107.162372184452,25.0853784577885,16.7517157060297,1191
8787640.23950255,89.8344175614184,25.085298641902,15.4106878588269,1000
8787641.23950253,76.453924224712,25.0852366850469,11.6380255525433,817
8787642.2395025,66.3448763944907,25.0851911452131,8.79362315088351,689
8787643.23950248,58.7060723026516,25.0851581478139,6.64369316115187,598
8787644.23950246,52.9351597659988,25.0851340326932,5.018137109765,532
8787645.23950244,48.5767315495759,25.0851160390649,3.78905284373104,484
8787646.23950242,45.2859777859412,25.0851022940952,2.86041035341866,448
8787647.23950239,42.8021315069636,25.0850915938691,2.15903742676574,422
8787648.23950237,40.9379400550388,25.0850832971736,1.6062954671981,403
8787649.23950235,39.5836962120375,25.08507684418,1.14024347447261,389
8787650.23950233,38.635303744697,25.0850711912241,0.787057517303187,379
8787651.2395023,37.9860641250853,25.0850657483872,0.54318306229648,373
8787652.23950228,37.5312490522629,25.0850599924204,0.387323925240932,368
8787653.23950226,37.2111229022266,25.0850552486466,0.273488845597891,365
8787654.23950224,36.9812797300983,25.0850507016111,0.201665086747323,363
8787655.23950221,36.8174202911323,25.0850450903027,0.151460311832611,361
8787656.23950219,36.7059584519593,25.0850373765925,0.130266203166276,360
time,altitude,phase_angle,airspeed,specific_energy
8786350.04351887,70390.6167471309,-115.094235914754,2099.78939032998,2822373
8786360.04351865,70388.3827568582,-116.888923679222,2099.79911406444,2822376
8786370.04351843,70378.7199694575,-118.683627037772,2099.80883654375,2822321
8786380.0435182,70363.8654522281,-120.478345975039,2099.81854068156,2822224
8786390.04351798,70354.9735066149,-122.273080458199,2099.82821908598,2822175
8786400.04351776,70351.3306974671,-124.067830439746,2099.837860695,2822166
8786410.04351753,70348.6633005432,-125.862595850259,2099.84745490646,2822166
8786420.04351731,70344.328934167,-127.651949513831,2090.83065454699,2803238
8786430.04351708,70333.8801828781,-129.43905342009,2090.86793421823,2803234
8786440.04351686,70317.4898771935,-131.226233792651,2090.92813083227,2803231
8786450.04351664,70295.1764463988,-133.013526393993,2091.01117756797,2803230
8786460.04351641,70266.7936999806,-134.800966874913,2091.11698136428,2803228
8786470.04351619,70232.2969231188,-136.5885907199,2091.24542429425,2803225
8786480.04351597,70191.7446584757,-138.376433226234,2091.39636228883,2803222
8786490.04351574,70145.2166192988,-140.164529455813,2091.56962659103,2803219
8786500.04351552,70092.7776642969,-141.952914203052,2091.76502262425,2803215
8786510.0435153,70034.4713109226,-143.74162195585,2091.98233135396,2803211
8786520.06351507,69970.2324729611,-145.534265368089,2092.22179370332,2803207
8786530.06351485,69900.4107799591,-147.323721780919,2092.48149998543,2803201
8786540.06351463,69824.924222126,-149.113601206824,2092.76062740415,2803191
8786550.0635144,69743.8654369423,-150.903935122715,2093.05906060459,2803178
8786560.06351418,69657.3334482914,-152.694754824302,2093.37667115457,2803162
8786570.06351396,69565.441111987,-154.486090903462,2093.71263744711,2803142
8786580.06351373,69468.2608765768,-156.277973152227,2094.06643392658,2803117
8786590.06351351,69365.9156880057,-158.070430674142,2094.43753249957,2803088
8786600.06351328,69258.5199884463,-159.86349186025,2094.82538835155,2803054
8786610.06351306,69146.1787997547,-161.657184362373,2095.22944259688,2803015
8786620.06351284,69029.0020379842,-163.451535038199,2095.64886739933,2802970
8786630.06351261,68907.1453504517,-165.246567878086,2096.07841561924,2802909
8786640.06351239,68780.707531101,-167.042305142764,2096.52103780815,2802839
8786650.06351217,68649.8000653691,-168.838772066291,2096.98090843004,2802770
8786660.06351194,68514.5995123568,-170.635991673983,2097.44701852257,2802679
8786670.06351172,68375.2039195776,-172.433981957965,2097.92395680297,2802578
8786680.0635115,68231.7386521501,-174.232766392612,2098.41729038786,2802479
8786690.06351127,68084.3576085076,-176.032365264029,2098.91501680027,2802358
8786700.06351105,67933.194726414,-177.832795321804,2099.42302734771,2802229
8786710.06351083,67778.3898487722,-179.634075210973,2099.93995590607,2802089
8786720.0635106,67620.0798427181,178.563777431664,2100.46547224696,2801939
8786730.06351038,67458.398268743,176.760747699803,2100.9942074401,2801769
8786740.06351016,67293.4873096469,174.956823621742,2101.52581415819,2801579
8786750.06350993,67125.4841336167,173.151991961222,2102.06455121938,2801379
8786760.06350971,66954.5087321877,171.346240058772,2102.60515519365,2801159
8786770.06350948,66780.7050809521,169.539558169865,2103.14713336233,2800919
8786780.06350926,66604.2132687832,167.731935324617,2103.69469758566,2800669
8786790.06350904,66425.1586351714,165.92336320106,2104.2378780806,2800388
8786800.06350881,66243.6619477222,164.113834403981,2104.78577421483,2800098
8786810.06350859,66059.8367685679,162.303341993926,2105.32845636818,2799778
8786820.06350837,65873.8022747674,160.491881940776,2105.87019516026,2799438
8786830.06350814,65685.6758207695,158.679448720454,2106.41069815134,2799078
8786840.06350792,65495.5892417876,156.866039553024,2106.94451589486,2798688
8786850.0635077,65303.6319714178,155.05165240105,2107.47622801926,2798278
8786860.06350747,65109.8786265336,153.236285567702,2108.00087667346,2797838
8786870.06350725,64914.4345012468,151.419937993778,2108.52265973526,2797378
8786880.06350703,64717.3880957873,149.602607135867,2109.04133115748,2796897
8786890.0635068,64518.8113424196,147.784294916639,2109.5472343237,2796377
8786900.06350658,64318.7949845844,145.965003778666,2110.04937096307,2795837
8786910.06350636,64117.4190912251,144.144732552511,2110.54752310983,2795277
8786920.06350613,63914.7224852374,142.323484442929,2111.03218637869,2794677
8786930.06350591,63710.7382366528,140.501262971156,2111.51252527035,2794057
8786940.06350569,63505.5206480284,138.67807198477,2111.97892799474,2793397
8786950.06350546,63299.1164382385,136.853915531999,2112.44080285246,2792717
8786960.06350524,63091.5620673561,135.028797846551,2112.88845687455,2791996
8786970.06350501,62882.8889003037,133.202725409133,2113.32660272032,2791246
8786980.06350479,62673.081401131,131.375700554936,2113.76024085014,2790476
8786990.06350457,62462.1353092201,129.547727751719,2114.17947877421,2789666
8787000.06350434,62250.0452149396,127.718815670467,2114.58459501491,2788816
8787010.06350412,62036.8019092231,125.888968762392,2114.9849216708,2787946
8787020.0635039,61822.3974481933,124.058191305133,2115.37140530566,2787036
8787030.06350367,61606.8009871509,122.226491421891,2115.74400676235,2786085
8787040.06350345,61389.9668061447,120.393875034433,2116.10767043276,2785106
8787050.06350323,61171.8146257263,118.560347865626,2116.45768642359,2784085
8787060.063503,60952.2614539607,116.725919207896,2116.79019754344,2783015
8787070.06350278,60731.2347424114,114.890595761898,2117.11446673258,2781915
8787080.06350256,60508.675088277,113.054385865774,2117.41703492898,2780755
8787090.06350233,60284.4984408668,111.217299334866,2117.70721541582,2779555
8787100.06350211,60058.5976213509,109.379343494583,2117.98094771879,2778305
8787110.06350189,59830.796322466,107.540528861849,2118.23421363044,2776995
8787120.06350166,59600.9187298822,105.70086509889,2118.4721296912,2775634
8787130.06350144,59368.8062773901,103.860358671968,2118.69600698937,2774224
8787140.06350121,59134.3116005299,102.019018966275,2118.8966240604,2772744
8787150.06350099,58897.3031259164,100.176858810683,2119.07416793366,2771194
8787160.06350077,58657.5529228699,98.333887833347,2119.23462289842,2769584
8787170.06350054,58414.7758500198,96.4901161464221,2119.36965842768,2767893
8787180.06350032,58168.6979494533,94.6455542954225,2119.48503175174,2766133
8787190.0635001,57919.0374782435,92.800211210239,2119.57718276341,2764293
8787200.06349987,57665.5522870346,90.9540981985621,2119.64227729922,2762363
8787210.06349965,57407.9662047549,89.1072248374263,2119.68623469354,2760353
8787220.06349943,57145.9375522082,87.2595987573442,2119.70565349928,2758253
8787230.0634992,56879.0800797516,85.4112295494315,2119.69730565486,2756052
8787240.06349898,56606.9416962011,83.5621243636118,2119.66779906309,2753762
8787250.06349876,56329.1010141996,81.7122898217521,2119.60921871863,2751362
8787260.06349853,56045.1734680566,79.8617340715381,2119.52325724472,2748852
8787270.06349831,55754.7385800286,78.0104666766928,2119.40207961485,2746212
8787280.06349809,55457.3055830678,76.1584964596676,2119.25242233039,2743451
8787290.06349786,55152.3266355091,74.3058289722169,2119.07181915761,2740561
8787300.06349764,54839.1685972147,72.4524746501806,2118.84842125522,2737511
8787310.06349741,54517.1714533444,70.598441456592,2118.59559063153,2734323
8787320.06349719,54185.756811149,68.7437395212981,2118.29536547293,2730954
8787330.06349697,53844.3294514939,66.8883812961392,2117.95131570301,2727408
8787340.06349674,53492.1453605244,65.03238218735,2117.54955865922,2723647
8787350.06349652,53128.4187072676,63.1757586872844,2117.08878380914,2719663
8787360.0634963,52752.2513538242,61.3185293840302,2116.58014038406,2715471
8787370.06349607,52362.6480375561,59.4607144496192,2115.997207543,2711007
8787380.06349585,51958.6908794319,57.6023383796213,2115.32554903954,2706233
8787390.06349563,51539.4986608609,55.7434401343723,2114.57491128759,2701162
8787400.0634954,51103.9161460488,53.8840560436201,2113.73512547787,2695761
8787410.06349518,50650.7214879007,52.0242313546604,2112.76018263004,2689924
8787420.06349496,50178.5948082469,50.1640217680163,2111.71336474982,2683773
8787430.06349473,49686.3112293859,48.3034908988148,2110.47420209572,2677043
8787440.06349451,49171.9814863756,46.442721991048,2109.09981943102,2669838
8787450.06349429,48632.6179824102,44.581795259773,2107.53864400568,2662024
8787460.06349406,48068.5022094408,42.7208310644927,2105.70247735829,2653418
8787470.06349384,47476.8986669277,40.8599813136033,2103.62572440493,2644070
8787480.06349362,46854.1671472453,38.9994123162943,2101.30537110849,2633942
8787490.06349339,46199.8033335644,37.1393241016383,2098.54440269386,2622618
8787500.06349317,45509.7972293826,35.2800034918785,2095.50662472231,2610408
8787510.06349294,44781.060810029,33.4217460990173,2091.85075893548,2596572
8787520.06349272,44011.5052288963,31.5649226054917,2087.57451792446,2581093
8787530.0634925,43195.4112522294,29.7100344192517,2082.8418111913,2564269
8787540.06349227,42330.054395169,27.8576117398659,2077.05232877996,2544833
8787550.06349205,41409.1305669211,26.0083284395212,2070.29598244879,2522931
8787560.06349183,40428.2564106993,24.163064803565,2062.68760475584,2498778
8787570.0634916,39380.2940714654,22.3228570164438,2053.20151404976,2470221
8787580.06349138,38259.5281200722,20.4891485309961,2041.90757598816,2437400
8787590.06349116,37056.1812490112,18.6638447007603,2028.03474435224,2398721
8787600.06349093,35762.8323082204,16.8497179384753,2010.63381839453,2352309
8787610.06349071,34367.5833368362,15.0506259247327,1987.946025181,2294737
8787620.06349049,32857.9707326427,13.2717828767795,1957.91922131474,2222220
8787630.06349026,31220.4072105758,11.5209814172678,1919.39697569648,2133067
8787640.06349004,29438.9339506162,9.80810973681455,1865.83391703749,2015863
8787650.06348982,27498.1753324794,8.14814220263704,1795.49415799813,1869747
8787660.06348959,25382.6811553218,6.563317829921,1696.26757210375,1677478
8787670.06348937,23084.1741034774,5.08084286442862,1565.66475027172,1443645
8787680.06348914,20608.8844782469,3.73772800607431,1390.71987651527,1162444
8787690.04348892,18022.5505885269,2.5871485460101,1149.23993293464,831963
8787700.0434887,15420.9418316825,1.6741177272475,882.97856269974,537264
8787710.04348847,12932.1189233277,1.01530814242371,619.303949793024,315914
8787711.04348845,12695.0810625979,0.963113382323274,594.52183494157,298645
8787712.04348843,12460.7291327633,0.91329077659528,570.220256828914,282287
8787713.04348841,12229.1756118224,0.865797635769374,546.412257194238,266815
8787714.04348839,12000.5797207028,0.820589725434951,523.11103505192,252200
8787715.04348836,11775.0876334744,0.777620541862324,500.347965057292,238426
8787716.04348834,11552.8102104675,0.736840332020974,478.164611524157,225475
8787717.04348832,11333.8409267206,0.698195509550916,456.591466774025,213324
8787718.0434883,11118.3054180024,0.66163503787141,435.508315984483,201883
8787719.04348827,10906.4220537127,0.627121363527622,414.726854357552,191045
