time,altitude,phase,airspeed,ergy
6.69934e+06,291.02,0.00655238,59.3737,4604,4615.17
6.69934e+06,241.098,0.00475652,45.977,3412,3420.35
6.69934e+06,202.213,0.00337925,35.6144,2610,2616.55
6.69934e+06,171.909,0.00240668,27.5908,2061,2065.99
6.69934e+06,147.862,0.00172092,21.2842,1672,1676.18
6.69935e+06,129.205,0.00125748,16.4187,1398,1401.58
6.69935e+06,114.731,0.000945629,12.6761,1203,1205.25
6.69935e+06,100.869,0.000753054,18.4212,1155,1158.69
6.69935e+06,84.7157,0.000556037,14.2421,929,932.078
6.69935e+06,72.1742,0.000408592,11.0921,767,769.22
6.69935e+06,62.3895,0.000305265,8.63797,647,649.076
6.69935e+06,54.7732,0.000231796,6.71156,558,559.615
6.69935e+06,48.8509,0.000178113,5.21831,492,492.64
6.69935e+06,44.2441,0.000138548,4.05697,441,442.084
6.69935e+06,40.662,0.000108917,3.15317,403,403.702
6.69936e+06,37.8773,8.63302e-05,2.45133,374,374.43
6.69936e+06,35.7121,6.89766e-05,1.90457,352,352.009
6.69936e+06,34.0346,5.58856e-05,1.46659,335,334.822
6.69936e+06,32.7661,4.62839e-05,1.08521,322,321.897
6.69936e+06,31.8631,3.81425e-05,0.760125,313,312.742
6.69936e+06,31.2118,3.05522e-05,0.556394,306,306.222
6.69936e+06,30.7371,2.28024e-05,0.408412,301,301.496
6.69936e+06,30.4096,1.63709e-05,0.267357,298,298.236
6.69936e+06,30.1926,1.16024e-05,0.177117,296,296.089
6.69936e+06,30.0604,6.51462e-06,0.104225,295,294.782
6.69937e+06,30.0074,0,0.0866123,294,294.261
